freelancer_id,age,gender,country,years_experience,num_skills,profile_completeness,has_portfolio,has_video_profile,has_certifications,primary_skill,hourly_rate_usd,total_jobs_completed,job_success_rate,repeat_client_rate,avg_response_time_hrs,total_earnings_12m_usd,success_score,churn_risk,earnings_tier
FL_010035,33,Female,Canada,3.6,11,51.6,0,1,0,Web Development,280,23,72.1,0.279,10.2,32206,74.1,0,Medium
FL_010036,27,Male,India,0.5,9,62.8,0,0,0,AI & Machine Learning,280,28,75.1,0.318,15.9,203368,78.3,0,High
FL_010037,30,Female,United States,0.9,10,82.5,0,0,1,Graphic Design,280,22,90.3,0.201,13.3,63139,81.3,1,High
FL_010038,33,Male,Canada,2.3,12,54.1,0,0,0,Web Development,280,24,96.2,0.335,11,92750,78,0,High
FL_010039,36,Male,United Kingdom,0.2,11,66.9,1,1,0,Video Editing,280,29,84.9,0.426,20.2,192306,74.2,0,High
FL_010040,46,Female,Pakistan,1.2,6,70.6,0,0,1,Content Writing / Copywriting,280,26,83.1,0.266,7.4,104398,69.1,0,High
FL_010041,34,Female,India,4.6,7,95.3,1,0,1,Mobile App Development,235.37,39,96.2,0.369,11.2,42322,99,0,High
FL_010042,31,Female,United States,9.6,4,99.9,0,0,1,AI & Machine Learning,229.55,45,80.5,0.126,8.1,245000,99,0,High
FL_010043,30,Female,India,10,7,90.6,1,1,0,AI & Machine Learning,280,46,87.1,0.305,11.3,151712,99,0,High
FL_010044,26,Female,Philippines,2.8,15,100,0,0,0,Video Editing,235.7,28,100,0.371,7.4,100178,90.1,0,High
FL_010045,24,Male,United States,1.4,12,100,1,1,1,AI & Machine Learning,202.99,23,100,0.383,10.9,245000,94.3,0,High
FL_010046,41,Female,Pakistan,9.6,8,91.6,0,0,0,AI & Machine Learning,256.81,41,98.8,0.317,11.6,93095,99,0,High
FL_010047,21,Female,Other,5.9,6,91.2,0,0,0,Content Writing / Copywriting,280,26,90.4,0.364,9.6,104426,99,0,High
FL_010048,27,Other,India,3.4,5,69.6,0,0,0,Digital Marketing,280,34,100,,9.4,101942,83.9,0,High
FL_010049,44,Male,Other,6.8,9,56.7,1,0,0,AI & Machine Learning,80.71,30,64.8,0.356,12.6,25533,68.6,0,Medium
FL_010050,29,Male,United States,2.3,7,67.6,1,0,0,Digital Marketing,228.03,26,81.1,0.456,12.2,128115,87.3,0,High
FL_010051,28,Female,Canada,0.5,9,92.5,1,0,0,Virtual Assistant,280,22,88.4,,7.6,101111,76.8,0,High
FL_010052,25,Male,Canada,10.6,6,74,1,1,0,Data Science & Analytics,280,51,70.4,0.285,5.9,177385,99,0,High
FL_010053,39,Female,India,2.9,6,88.8,0,0,0,Web Development,280,33,83.8,0.381,14.1,128263,87.4,0,High
FL_010054,30,Male,Other,4.5,4,49.7,0,0,0,Content Writing / Copywriting,,40,81.5,0.168,6,245000,73.8,0,High
FL_010055,31,Male,United Kingdom,1.9,12,87.4,1,1,1,SEO / SEM,280,21,90.1,0.431,9,245000,74.2,1,High
FL_010056,45,Female,United States,0.6,10,65.3,0,0,1,Web Development,280,25,89.5,0.341,11.2,172699,65.8,0,High
FL_010057,35,Male,Pakistan,1.2,12,67.3,0,0,1,Graphic Design,207.2,30,71.1,0.199,4.5,245000,66,0,High
FL_010058,26,Female,Other,0.2,14,100,1,0,1,Data Science & Analytics,280,23,87.4,,15.8,245000,90.9,0,High
FL_010059,35,Male,Other,0.3,4,100,1,0,0,Digital Marketing,280,25,100,0.38,11.2,207975,83.9,0,High
FL_010060,25,Male,India,0.9,11,61.8,0,0,0,AI & Machine Learning,280,22,96.5,0.409,,84572,74,0,High
FL_010061,49,Male,Pakistan,3.1,5,75.3,1,0,1,Content Writing / Copywriting,280,30,78.8,0.275,13.4,92731,84.8,0,High
FL_010062,39,Female,United States,18.8,6,77,1,1,1,Web Development,280,58,73.8,0.458,7.9,142851,99,0,High
FL_010063,42,Male,United Kingdom,7.1,4,90.8,1,0,1,Web Development,280,29,87.9,0.397,9.6,54753,99,0,High
FL_010064,39,Female,Philippines,0.3,10,71.5,1,0,1,Digital Marketing,280,22,80.1,0.484,19,86605,74.3,0,High
FL_010065,30,Female,India,7,15,66.1,1,0,0,AI & Machine Learning,90.11,35,85.7,0.441,12.3,101949,88.7,0,High
FL_010066,32,Female,Philippines,2.9,14,83.7,1,1,1,Virtual Assistant,280,33,92.4,0.438,11.8,43391,95.3,0,High
FL_010067,42,Female,Other,4.1,8,80.3,1,1,0,Mobile App Development,189.07,43,75.3,0.236,9.4,80389,73.1,0,High
FL_010068,24,Male,Philippines,0.5,14,92.9,1,0,1,Content Writing / Copywriting,280,24,88.2,0.515,8.8,135220,84.7,0,High
FL_010069,51,Male,Canada,1.9,6,68.1,1,0,0,Accounting & Finance,280,20,73.6,0.542,9.6,111525,78.7,0,High
FL_010070,38,Male,India,8.2,7,75.7,1,0,1,AI & Machine Learning,176.83,36,76.2,0.347,9.7,110126,92.9,0,High
FL_010071,36,Male,Other,2.1,15,91.4,1,0,1,Virtual Assistant,280,28,,0.174,18.5,159816,77.6,1,High
FL_010072,28,Female,United States,0.5,15,78,0,0,1,AI & Machine Learning,280,21,88.3,0.374,10.4,106978,81.4,0,High
FL_010073,24,Female,Pakistan,1.4,13,52.1,1,0,0,Digital Marketing,280,22,93,0.242,14.7,84192,77.7,0,High
FL_010074,45,Male,Germany,1,9,100,0,0,0,Web Development,280,30,88,,5.6,146720,99,0,High
FL_010075,43,Male,Germany,4.4,9,77.7,1,0,1,AI & Machine Learning,,32,100,0.43,,173013,99,0,High
FL_010076,32,Female,India,9.2,5,77.9,1,1,1,Web Development,280,40,88.8,0.314,8.7,245000,99,0,High
FL_010077,22,Male,United Kingdom,5,10,100,1,1,0,Web Development,280,31,100,0.403,11.4,208666,90,0,High
FL_010078,24,Female,Pakistan,7.1,15,100,1,0,0,SEO / SEM,280,35,72.8,0.492,15.5,245000,99,0,High
FL_010079,25,Male,India,6.2,5,94.2,1,0,0,Content Writing / Copywriting,280,39,86.9,,17.2,124985,93.7,0,High
FL_010080,23,Male,Nigeria,0.1,12,61.6,1,0,1,AI & Machine Learning,280,18,92.1,0.481,,111881,84.8,0,High
FL_010081,29,Female,India,0.5,5,100,1,0,1,Graphic Design,280,24,75.6,,10.4,55067,68.3,1,High
FL_010082,49,Male,India,2.1,8,50.7,0,0,1,Digital Marketing,194.51,20,83.6,0.21,,30321,49.6,1,Medium
FL_010083,41,Female,United States,0.5,11,81.2,1,0,0,Virtual Assistant,179.72,22,84.1,0.288,8.8,82390,70.6,0,High
FL_010084,38,Female,United States,5,11,71.6,1,0,1,Mobile App Development,138.39,36,81.9,0.481,13.4,230597,92,0,High
FL_010085,31,Female,Canada,0.3,14,67.8,1,0,0,Digital Marketing,266.35,22,94.9,0.456,6.3,176522,98.1,0,High
FL_010086,23,Female,Philippines,2,7,82.7,1,0,1,Web Development,280,27,90.1,0.416,21.3,91003,78.2,0,High
FL_010087,50,Female,Pakistan,1.9,10,88.8,0,1,1,Content Writing / Copywriting,90.32,37,90.8,0.48,8.1,85385,89.3,0,High
FL_010088,51,Female,India,3,11,91.6,1,1,1,Digital Marketing,195.2,29,81.9,0.24,13.3,98372,71.6,0,High
FL_010089,45,Female,United States,3.8,11,77.7,0,0,1,Graphic Design,172.39,35,91.1,0.309,7.3,48279,81.1,0,High
FL_010090,43,Female,United Kingdom,11.2,8,75.6,1,0,0,Content Writing / Copywriting,280,46,,,6.2,245000,99,0,High
FL_010091,22,Female,India,1.2,13,92.7,1,0,1,Data Science & Analytics,280,21,,0.362,11.2,245000,80.7,0,High
FL_010092,29,Female,Canada,4.2,5,93.1,1,1,0,Mobile App Development,,23,92.8,0.363,7,80130,80.2,0,High
FL_010093,34,Male,Other,0.1,5,81.2,1,0,1,Mobile App Development,280,26,82.1,0.375,19.6,60058,81.4,0,High
FL_010094,24,Female,Other,0,8,65.2,1,0,0,Content Writing / Copywriting,280,26,83,0.124,16.3,82684,68.4,0,High
FL_010095,49,Female,Philippines,0.1,7,51.9,0,0,1,SEO / SEM,280,18,78.5,0.248,7.1,83117,72.7,0,High
FL_010096,29,Female,Nigeria,2.3,7,89.6,1,0,1,Data Science & Analytics,234.65,31,81.1,0.289,17.2,102520,75.4,0,High
FL_010097,51,Male,Other,3.1,6,94.6,1,1,1,Mobile App Development,93.66,27,94.5,0.257,22.1,207035,82.9,0,High
FL_010098,33,Female,Philippines,0,12,75.8,1,0,0,Web Development,,23,69.4,0.194,15,14602,67.2,0,Medium
FL_010099,38,Male,Nigeria,1.9,11,85,0,0,0,Digital Marketing,280,22,90.6,0.256,12.5,77820,97.4,0,High
FL_010100,35,Male,Nigeria,0.2,7,100,1,1,1,Content Writing / Copywriting,,32,84.7,0.355,16.4,245000,97.8,0,High
FL_010101,48,Female,Ukraine,4,10,100,1,0,0,Graphic Design,280,29,81.5,0.376,18.6,135948,81.7,0,High
FL_010102,30,Female,Nigeria,3.8,11,72.7,0,1,1,AI & Machine Learning,51.73,28,90.2,0.171,12.1,11442,65.7,1,Low
FL_010103,36,Male,Nigeria,5.8,9,77.6,1,1,1,Digital Marketing,280,31,,0.393,3.5,242321,94.8,0,High
FL_010104,32,Female,Ukraine,3,5,86.3,1,0,0,Digital Marketing,280,38,89.5,0.445,5.4,245000,97.9,0,High
FL_010105,40,Male,Germany,3.7,11,59.6,1,0,1,Mobile App Development,280,27,81.7,0.329,19.1,88348,75.1,0,High
FL_010106,25,Male,United Kingdom,1.2,6,44.7,0,1,1,Data Science & Analytics,216.31,28,78.5,0.446,7.5,185549,67.2,0,High
FL_010107,22,Male,Brazil,0.3,7,57.6,1,0,0,Video Editing,257.39,23,84.7,0.237,18.6,134448,62.1,1,High
FL_010108,30,Female,United States,5.1,7,74.6,0,1,1,Content Writing / Copywriting,280,32,91.8,0.385,11.5,159878,97.5,0,High
FL_010109,21,Male,Other,3.6,10,67.4,0,1,1,Virtual Assistant,280,31,88.9,0.354,11.6,160124,98.7,0,High
FL_010110,27,Male,India,10.6,11,66,1,1,0,Virtual Assistant,280,40,82.9,0.294,13.1,116239,93.1,0,High
FL_010111,46,Female,United Kingdom,17.2,12,79.8,0,0,1,Mobile App Development,236.18,52,83.6,0.338,8.9,106651,99,0,High
FL_010112,37,Male,Germany,7.1,4,78.8,1,0,1,Video Editing,163.63,31,78,0.364,8.3,35355,92.7,0,Medium
FL_010113,36,Female,Nigeria,16.1,4,66.9,1,0,0,Graphic Design,280,56,81.5,0.329,8.7,144828,99,0,High
FL_010114,47,Female,India,4,15,53.2,1,0,1,Accounting & Finance,257.44,31,82.5,0.325,20.9,186990,79.4,0,High
FL_010115,47,Female,India,0.4,10,85.5,0,0,0,Mobile App Development,,24,73,0.516,11.7,80715,65.7,0,High
FL_010116,44,Male,Other,0.4,7,95.9,1,1,1,AI & Machine Learning,280,15,63.1,0.284,18.6,29291,53.8,1,Medium
FL_010117,23,Male,United States,6.3,13,69.1,0,1,1,Data Science & Analytics,,35,75.9,0.362,20.2,203757,82.7,0,High
FL_010118,34,Female,United States,1,11,72.8,1,0,1,Web Development,116.85,24,95.2,0.425,4.7,17279,90.5,0,Medium
FL_010119,30,Male,Nigeria,0.2,8,92,1,0,0,Digital Marketing,280,23,94.7,,9.2,92664,85.3,0,High
FL_010120,42,Male,Pakistan,2.4,4,95.8,1,0,0,Accounting & Finance,280,32,98.8,0.155,,111261,77.7,0,High
FL_010121,27,Male,Brazil,1.4,5,71.7,1,0,0,Video Editing,223.14,26,,0.252,17.2,173188,88.6,0,High
FL_010122,46,Male,Ukraine,3.4,13,77.3,0,0,0,Mobile App Development,280,31,93.6,0.363,9,197760,99,0,High
FL_010123,37,Female,Other,3.5,6,100,0,1,1,AI & Machine Learning,280,34,,0.433,23.4,133674,95.2,0,High
FL_010124,50,Female,Other,4.3,5,93,0,0,1,Accounting & Finance,68.48,33,,0.432,9.7,43492,74.5,0,High
FL_010125,26,Male,Germany,3.3,12,60.8,1,0,1,Web Development,59.97,28,92.9,,3.8,34151,72.7,0,Medium
FL_010126,43,Male,India,1.8,10,51.5,0,0,1,Data Science & Analytics,280,39,,0.362,16.7,245000,54.6,0,High
FL_010127,42,Other,United Kingdom,0.1,5,74.6,1,0,0,Virtual Assistant,238.13,14,77.4,0.382,17.4,19997,59,1,Medium
FL_010128,24,Male,Nigeria,8.9,10,63.5,0,0,1,Content Writing / Copywriting,194.25,34,100,0.336,,157004,99,0,High
FL_010129,37,Female,Philippines,1.5,15,86.5,1,1,1,SEO / SEM,280,18,71.6,0.361,5.8,38720,81.4,1,High
FL_010130,47,Male,United States,2.7,15,90.4,1,0,1,Accounting & Finance,280,32,65.8,0.311,8.3,116755,85.1,0,High
FL_010131,29,Female,Pakistan,3.1,13,83.1,1,0,0,Content Writing / Copywriting,232.58,30,97.2,0.338,5.3,145962,96.1,0,High
FL_010132,24,Female,Other,1.4,4,66.1,1,0,0,Digital Marketing,280,23,65.7,0.356,6.6,58599,60.1,0,High
FL_010133,27,Male,United Kingdom,1.4,8,58.7,1,0,0,Graphic Design,152.54,17,56.6,0.382,14.3,57924,63.8,0,High
FL_010134,43,Male,Nigeria,1.1,8,89.6,1,0,0,Content Writing / Copywriting,146.14,33,71.5,0.232,12.6,164191,89.6,0,High
FL_010135,22,Male,Pakistan,1.1,12,92.3,1,0,0,AI & Machine Learning,280,27,,0.489,9.7,51613,89.6,0,High
FL_010136,37,Female,India,0.1,7,96.7,1,0,1,Data Science & Analytics,280,22,91.4,0.352,12,104983,81.2,0,High
FL_010137,44,Male,Pakistan,12,7,74.4,1,0,1,Graphic Design,280,46,91.7,0.362,27.9,245000,99,0,High
FL_010138,28,Female,India,3.4,9,77.5,1,0,0,AI & Machine Learning,166.47,23,93.8,0.236,19.3,143327,90.7,0,High
FL_010139,43,Male,Philippines,0.4,14,92,1,0,0,Graphic Design,280,30,81.2,0.402,11.6,12183,73.4,0,Medium
FL_010140,50,Female,Germany,3.4,5,79.2,0,0,1,Web Development,280,24,99.2,0.414,9.5,165332,90.6,0,High
FL_010141,51,Female,Brazil,1,13,69.8,1,1,0,Data Science & Analytics,280,19,96,0.486,14.9,94777,77.7,0,High
FL_010142,35,Male,India,1.4,9,65.6,1,0,0,Web Development,122.07,30,78.8,0.437,7.7,25047,84.5,0,Medium
FL_010143,51,Male,United States,6.1,10,90.5,0,1,0,Video Editing,139.88,33,85.6,0.521,27.2,93649,83.5,0,High
FL_010144,35,Male,Germany,8.2,7,74.3,0,0,0,AI & Machine Learning,280,36,,0.295,4,245000,99,0,High
FL_010145,28,Female,India,4.6,13,70.3,0,0,0,Virtual Assistant,,28,89.9,0.27,28.3,18920,70,0,Medium
FL_010146,36,Male,United States,10.2,12,86.2,1,1,1,Content Writing / Copywriting,280,45,100,0.29,5.6,155049,96.5,0,High
FL_010147,39,Male,United Kingdom,8.9,8,67.6,0,1,0,AI & Machine Learning,252.41,35,61.7,0.384,12.2,142042,90.6,0,High
FL_010148,31,Other,Brazil,3,6,69.8,1,0,0,Graphic Design,280,26,80,0.28,15.5,136989,71.7,0,High
FL_010149,22,Male,Germany,9.1,12,79.6,0,0,0,Data Science & Analytics,157.95,46,78.1,0.244,5.8,168953,76.1,0,High
FL_010150,43,Female,Other,3,4,71.5,1,0,1,Video Editing,78.81,39,73,0.085,5,46348,56.6,1,High
FL_010151,44,Male,India,0.4,11,100,1,0,0,Graphic Design,280,25,74.6,0.287,,39079,66.1,1,High
FL_010152,37,Male,India,6.7,4,87.5,1,0,0,Graphic Design,229.86,40,89.4,0.228,27.9,245000,86.2,0,High
FL_010153,48,Male,Pakistan,0.5,13,81,1,0,0,Content Writing / Copywriting,280,20,80.6,,17.4,127724,80.7,0,High
FL_010154,46,Female,Germany,1.4,11,100,1,0,1,Data Science & Analytics,280,32,87.4,0.243,11.7,245000,95.2,0,High
FL_010155,36,Male,India,1.8,8,80.3,1,1,0,Data Science & Analytics,280,35,78.3,0.262,11.8,245000,81.7,0,High
FL_010156,45,Female,United Kingdom,6.3,10,96.3,1,0,1,AI & Machine Learning,280,41,81.2,0.436,10.4,127627,91.5,0,High
FL_010157,35,Male,United Kingdom,0.3,11,63.1,1,1,0,Mobile App Development,280,24,60,0.087,7.7,72899,59,0,High
FL_010158,33,Male,Brazil,2.2,14,68.9,0,1,0,AI & Machine Learning,280,31,95.7,0.394,15.5,44397,74.8,0,High
FL_010159,35,Female,India,2.2,15,63.7,0,1,0,Graphic Design,56.9,30,100,0.301,12.4,8635,58,0,Low
FL_010160,47,Male,Other,3.3,4,87.1,1,0,0,AI & Machine Learning,280,26,86.1,0.446,17.1,23912,91.8,0,Medium
FL_010161,24,Male,Philippines,1.7,4,54.3,0,0,1,Mobile App Development,225.79,30,89.4,0.238,16.7,43178,65,0,High
FL_010162,36,Male,India,3.3,10,84.1,1,1,1,Accounting & Finance,67.52,26,75.3,0.315,11.8,133019,87.9,0,High
FL_010163,50,Female,India,16.2,4,71.1,1,0,0,Digital Marketing,264.56,50,,0.36,13.4,245000,99,0,High
FL_010164,32,Female,United States,0.3,7,81.1,0,0,1,Web Development,100.54,26,83.7,0.341,8.6,33079,60.9,1,Medium
FL_010165,50,Male,Ukraine,7.9,9,78.7,1,0,0,Content Writing / Copywriting,280,42,71.6,0.377,28.4,245000,96.7,0,High
FL_010166,24,Male,Germany,1.4,5,87.9,0,1,0,Graphic Design,280,23,100,0.275,9.1,245000,94.8,0,High
FL_010167,23,Female,United States,2.4,13,100,0,0,1,Data Science & Analytics,280,30,,0.432,11.6,59667,90.4,0,High
FL_010168,42,Female,Pakistan,5.1,8,100,1,0,1,Content Writing / Copywriting,280,36,96.7,0.515,6.1,155544,99,0,High
FL_010169,37,Male,Germany,9.2,13,92.1,0,0,1,Virtual Assistant,280,41,75.1,0.561,26.1,245000,99,0,High
FL_010170,42,Female,India,0,13,73.5,1,0,1,Mobile App Development,,27,82.8,0.6,14.2,245000,88.1,0,High
FL_010171,38,Male,United Kingdom,4.1,14,82,1,0,1,Digital Marketing,280,24,100,0.215,17.9,245000,91.9,0,High
FL_010172,45,Male,India,0.3,14,72.6,0,1,0,Content Writing / Copywriting,206.9,27,79.1,0.141,8.9,59760,57.2,0,High
FL_010173,38,Male,India,2.8,13,67.2,0,0,0,Web Development,250.11,36,81.1,0.45,10.6,95641,93.2,0,High
FL_010174,43,Male,Philippines,5.3,14,47.8,1,1,1,Content Writing / Copywriting,280,34,96.5,0.304,21.2,245000,99,0,High
FL_010175,48,Male,United States,0.7,9,75.4,1,1,0,Content Writing / Copywriting,209.85,31,,0.385,9.3,245000,80.1,0,High
FL_010176,37,Female,United Kingdom,5.5,8,83.4,1,0,0,Digital Marketing,111.62,40,76.2,0.339,19.7,83113,87.2,0,High
FL_010177,32,Male,Other,1.4,13,88.8,1,0,0,Content Writing / Copywriting,171.25,27,89.8,0.276,4.5,205856,79.4,0,High
FL_010178,43,Male,United States,3.6,11,80.8,0,1,0,Graphic Design,231.64,24,99,0.346,22.1,147692,85.7,0,High
FL_010179,41,Male,United States,4.1,14,67.9,0,1,1,AI & Machine Learning,230.8,26,91.1,0.45,11,119468,79.5,0,High
FL_010180,44,Female,Germany,4,7,71,1,1,1,Web Development,280,27,,0.272,4.4,245000,84.4,0,High
FL_010181,24,Female,United States,0.1,11,93.8,1,0,1,Accounting & Finance,280,23,91.2,0.409,15.9,245000,78.8,1,High
FL_010182,51,Male,India,0.6,14,51.6,1,0,0,Digital Marketing,280,23,97.6,0.202,10.3,170647,81.4,1,High
FL_010183,32,Male,United Kingdom,7.4,6,70.8,1,0,1,Content Writing / Copywriting,280,41,97.2,0.333,5.8,245000,86.6,1,High
FL_010184,51,Male,Other,10.7,10,79.4,1,0,0,Digital Marketing,280,42,70.6,0.328,24.1,151499,90,0,High
FL_010185,46,Male,India,3.2,15,72.4,1,0,1,Content Writing / Copywriting,280,25,87.4,,18.2,177716,73.3,0,High
FL_010186,43,Male,Other,3.5,8,54.7,1,1,0,Web Development,280,31,81,0.427,11.8,245000,92.6,0,High
FL_010187,42,Male,Ukraine,5.3,15,94,1,0,0,Mobile App Development,280,35,85.7,0.29,16.5,50748,92.9,0,High
FL_010188,41,Female,Nigeria,2,8,97.6,0,0,1,Video Editing,83.67,31,100,0.338,15.2,100450,90.9,0,High
FL_010189,40,Male,Ukraine,1.5,9,63.2,1,0,1,Web Development,,26,97.6,0.463,19,161045,93.2,0,High
FL_010190,35,Male,United States,5.6,15,40,1,0,1,Data Science & Analytics,143.33,29,69.1,0.283,8.7,46092,66.1,0,High
FL_010191,43,Male,United States,0.1,8,100,1,0,1,Mobile App Development,280,23,76.4,0.207,11.1,103055,75.5,1,High
FL_010192,48,Female,India,8.2,4,72.3,1,0,0,Digital Marketing,,41,81.3,0.55,5.4,140473,95.6,0,High
FL_010193,36,Female,United States,2.2,12,63.4,1,0,1,Data Science & Analytics,147.15,27,92.2,0.225,15.5,162224,79.1,0,High
FL_010194,25,Male,Other,2.7,14,77.2,1,0,1,Content Writing / Copywriting,221.33,32,91.6,0.31,18.7,124047,79.4,1,High
FL_010195,41,Female,Pakistan,3.8,7,84.1,1,0,1,AI & Machine Learning,280,25,99,0.49,29.9,194399,96.7,0,High
FL_010196,35,Male,Philippines,1.2,8,68.9,1,0,1,Data Science & Analytics,196.83,15,94.9,0.331,10.4,41958,71.3,0,High
FL_010197,37,Male,Germany,3.5,4,81.1,0,0,1,Mobile App Development,280,31,76,0.348,11.1,167546,77.2,0,High
FL_010198,38,Male,Other,4.5,6,77.1,0,1,0,Web Development,280,25,82,0.198,7.2,245000,86.3,0,High
FL_010199,25,Female,Other,0.5,6,68,1,1,1,Mobile App Development,161.33,20,,0.457,22.9,85619,74.5,0,High
FL_010200,33,Male,Germany,2.8,11,52.9,0,0,0,Virtual Assistant,261.48,24,94.5,0.191,,106104,82.8,0,High
FL_010201,39,Female,India,1.5,14,100,0,1,1,Digital Marketing,280,25,100,0.279,29.1,216143,86.9,1,High
FL_010202,50,Male,United States,3.1,11,88,1,0,0,Digital Marketing,,30,100,0.266,17.9,245000,93.8,0,High
FL_010203,33,Male,United States,0.1,12,66.7,0,0,0,Content Writing / Copywriting,280,27,88.5,0.377,20.3,71912,72,0,High
FL_010204,38,Female,United States,5.2,13,85.5,0,0,0,Video Editing,109.65,32,93.4,0.493,8.4,237788,99,0,High
FL_010205,34,Male,United States,0.7,10,65.1,1,0,0,Web Development,,23,100,0.394,10.6,83632,90.1,0,High
FL_010206,50,Male,Other,4.4,9,78.4,1,0,0,Web Development,280,39,85.3,0.235,8.2,138629,80.6,0,High
FL_010207,24,Male,Other,5.6,11,88.5,1,0,0,Data Science & Analytics,280,39,88.4,0.351,14.9,245000,99,0,High
FL_010208,24,Female,Nigeria,5.3,6,86.4,1,1,0,Mobile App Development,280,39,72.7,0.415,31.1,228188,99,0,High
FL_010209,40,Male,Ukraine,6.5,13,72.5,1,0,1,Digital Marketing,280,37,92.9,0.405,19.3,245000,88.4,0,High
FL_010210,40,Male,Philippines,1.4,13,92.1,0,0,1,Graphic Design,258.51,31,85.5,0.308,11.8,85242,86.2,0,High
FL_010211,39,Male,India,13,13,79.2,0,0,0,Digital Marketing,83.24,51,89.1,,6.5,154798,99,0,High
FL_010212,33,Female,Other,0.1,11,70.6,1,1,1,Graphic Design,217.95,24,86,0.5,12.1,108446,74.9,1,High
FL_010213,32,Male,India,2.5,6,100,1,1,0,Web Development,280,35,64.2,0.372,,245000,86.7,0,High
FL_010214,27,Male,Brazil,1.2,5,61,0,0,1,Digital Marketing,280,33,86.9,0.382,18.6,143219,74.5,0,High
FL_010215,45,Male,India,5.1,12,85.4,1,0,1,Content Writing / Copywriting,48.61,35,83,0.212,27.6,14920,77.7,0,Medium
FL_010216,32,Female,Other,6.2,4,100,1,0,1,SEO / SEM,196.6,49,65.4,0.226,10.6,63256,79.3,0,High
FL_010217,41,Male,Nigeria,6.6,13,51.8,0,1,0,Web Development,280,33,85,0.332,19.4,245000,93.7,0,High
FL_010218,24,Male,Nigeria,1.3,13,100,0,0,0,Web Development,280,24,75.8,0.285,18.8,46416,79.9,0,High
FL_010219,47,Female,United States,1.2,5,100,0,0,0,AI & Machine Learning,128.4,19,81.3,0.25,13.5,33159,77.9,0,Medium
FL_010220,22,Female,United Kingdom,4.3,10,71.5,1,0,0,AI & Machine Learning,280,29,74.2,0.265,10.2,34953,83.6,0,Medium
FL_010221,22,Female,Philippines,10,4,83.6,0,0,1,Video Editing,280,41,94.5,0.333,16.7,245000,99,0,High
FL_010222,25,Male,India,1.1,15,67.2,1,1,0,Mobile App Development,280,22,73.8,0.236,15.6,54110,65.5,0,High
FL_010223,43,Female,Other,9.2,8,65.8,1,0,0,Mobile App Development,280,37,85.7,0.252,14.7,125815,80.6,0,High
FL_010224,30,Female,Canada,3.4,15,60.9,0,1,0,Video Editing,,29,96.4,0.412,16,91993,80.3,0,High
FL_010225,30,Male,Philippines,5.1,12,100,1,0,1,Data Science & Analytics,280,40,78.5,0.101,13.6,245000,83.3,0,High
FL_010226,29,Male,India,2.2,12,75.3,1,1,0,Graphic Design,280,18,,,21.4,96422,76.1,0,High
FL_010227,33,Male,Germany,6.2,14,56.8,1,0,1,Mobile App Development,280,29,78.4,0.447,7.6,245000,91.7,0,High
FL_010228,27,Female,India,13.4,7,95.6,1,1,1,Graphic Design,206.45,44,72.6,0.24,3.9,51704,99,0,High
FL_010229,25,Male,United States,0.7,13,89.8,0,1,1,Virtual Assistant,187.95,30,80.1,0.282,12.8,17035,80.2,0,Medium
FL_010230,46,Male,United States,1.9,5,85,1,0,0,Content Writing / Copywriting,280,27,99.8,0.373,21.7,245000,87.1,0,High
FL_010231,30,Male,United States,7.5,12,68.5,1,0,0,Web Development,198.63,33,96.6,0.306,8.1,110811,97.2,0,High
FL_010232,30,Female,Philippines,0.7,14,72.5,1,0,0,Web Development,280,20,73,,9.6,34010,59.2,0,Medium
FL_010233,26,Male,India,2,7,100,1,1,1,Web Development,280,25,95.6,0.456,20.5,245000,94.4,0,High
FL_010234,47,Female,Ukraine,0.7,6,85.2,1,0,0,Virtual Assistant,280,23,85.2,0.161,9.6,55328,75.1,0,High
FL_010235,48,Female,Nigeria,4,6,70.5,1,0,0,Graphic Design,280,27,84.9,0.534,24.5,63391,85.8,0,High
FL_010236,39,Male,Philippines,1,10,90.9,1,1,1,Web Development,280,20,99.7,0.511,13.8,245000,91.8,0,High
FL_010237,41,Female,India,1.8,15,92.5,0,0,1,Video Editing,280,23,90.8,0.42,21.1,75559,91.3,0,High
FL_010238,28,Male,Other,2.6,5,100,0,1,1,AI & Machine Learning,280,27,82.7,,9.7,176259,91,0,High
FL_010239,21,Female,Ukraine,1.3,8,80,1,1,0,Graphic Design,280,38,76.9,0.272,13.7,184692,63.1,0,High
FL_010240,48,Female,India,4.3,5,90.7,1,0,0,Video Editing,280,24,78.7,0.206,6.3,245000,88.4,0,High
FL_010241,37,Female,Philippines,0.4,10,87.5,0,1,0,Content Writing / Copywriting,280,24,80.6,0.353,13.6,82413,65.6,1,High
FL_010242,27,Male,United States,8.1,10,67.6,1,0,0,Video Editing,280,38,57.5,0.25,22.7,217502,84.4,0,High
FL_010243,34,Male,India,2.5,6,57.1,1,0,0,Content Writing / Copywriting,132.74,24,85.4,0.159,18.8,44669,65.1,0,High
FL_010244,41,Male,Other,3.2,6,88.9,1,0,0,Web Development,241.49,32,86.4,0.452,14.6,117193,92,0,High
FL_010245,50,Male,India,3.7,11,90.1,1,1,1,Data Science & Analytics,280,32,100,0.381,27.5,163657,94.2,0,High
FL_010246,41,Female,Ukraine,0.2,10,40.1,1,1,0,Virtual Assistant,137.95,28,97.5,0.16,20.9,22834,59.8,1,Medium
